"['/cfb/players/daquan-jones-1.html', '/cfb/players/paul-jones-5.html']",100,unsure,likely not same player
"['/cfb/players/mccullough-1.html', '/cfb/players/shelton-mccullough-1.html']",53,likely,
"['/cfb/players/derrick-malone-1.html', '/cfb/players/derrick-malone-jr-1.html', '/cfb/players/derrick-malone-jr-2.html']",58,likely,
"['/cfb/players/grant-thompson-1.html', '/cfb/players/thompson-7.html']",73,likely,
"['/cfb/players/ben-butterfield-1.html', '/cfb/players/brian-butterfield-1.html']",47,likely,
"['/cfb/players/issac-dixon-1.html', '/cfb/players/isaac-dixon-1.html']",55,likely,
"['/cfb/players/ricky-havili-heimuli-1.html', '/cfb/players/ricky-heimuli-1.html']",48,likely,
"['/cfb/players/grant-thompson-1.html', '/cfb/players/blake-thompson-1.html']",100,likely,
"['/cfb/players/mana-rosa-1.html', '/cfb/players/mona-rosa-1.html']",62,likely,
"['/cfb/players/devin-unga-1.html', '/cfb/players/kevin-unga-1.html']",74,likely,
"['/cfb/players/damien-williams-1.html', '/cfb/players/damon-williams-1.html']",76,unsure,likely not same player
"['/cfb/players/jalen-saunders-1.html', '/cfb/players/jalen-saunders-3.html']",56,likely,
"['/cfb/players/damien-williams-1.html', '/cfb/players/damon-williams-1.html']",80,unsure,likely not same player
"['/cfb/players/ohara-1.html', '/cfb/players/patrick-ohara-1.html']",47,likely,
"['/cfb/players/shamiel-gary-1.html', '/cfb/players/shamiel-gary-2.html']",58,likely,
"['/cfb/players/miketavius-jones-1.html', '/cfb/players/miketavious-jones-1.html']",67,likely,
"['/cfb/players/jarid-king-1.html', '/cfb/players/king-3.html']",52,likely,
"['/cfb/players/brodrick-brown-1.html', '/cfb/players/broderick-brown-1.html']",58,likely,
"['/cfb/players/aska-1.html', '/cfb/players/joe-aska-1.html']",40,likely,
"['/cfb/players/josiah-yazdani-1.html', '/cfb/players/yazdani-1.html']",54,likely,
"['/cfb/players/eric-benjamin-1.html', '/cfb/players/erik-benjamin-1.html']",58,likely,
"['/cfb/players/orhian-johnson-1.html', '/cfb/players/orhrian-johnson-1.html']",74,likely,
"['/cfb/players/george-atkinson-iii-1.html', '/cfb/players/george-atkinson-1.html']",50,likely,
"['/cfb/players/tj-jones-2.html', '/cfb/players/tj-jones-5.html']",53,likely,
"['/cfb/players/robby-toma-1.html', '/cfb/players/roby-toma-1.html']",67,likely,
"['/cfb/players/barry-gallup-jr-1.html', '/cfb/players/barry-gallup-jr-2.html']",57,unsure,likely not same player
"['/cfb/players/barry-gallup-jr-1.html', '/cfb/players/barry-gallup-jr-2.html']",57,unsure,likely not same player
"['/cfb/players/daniel-jones-2.html', '/cfb/players/daniel-2.html']",71,likely,
"['/cfb/players/daniel-jones-2.html', '/cfb/players/alex-daniel-1.html']",100,unsure,likely not same player
"['/cfb/players/daniel-jones-2.html', '/cfb/players/alex-daniel-1.html']",71,unsure,likely not same player
"['/cfb/players/derek-teegarden-1.html', '/cfb/players/derrick-teegarden-1.html']",59,likely,
"['/cfb/players/lynrick-pleasant-1.html', '/cfb/players/pleasant-1.html']",48,likely,
"['/cfb/players/zachary-orr-1.html', '/cfb/players/zachery-orr-1.html']",60,likely,
"['/cfb/players/marcus-trice-1.html', '/cfb/players/marcus-trice-2.html']",62,likely,
"['/cfb/players/jamaal-wilson-2.html', '/cfb/players/jamal-wilson-2.html']",74,likely,
"['/cfb/players/juston-burris-1.html', '/cfb/players/justin-burris-1.html']",72,likely,
"['/cfb/players/ty-mcgill-2.html', '/cfb/players/ty-mcgill-1.html']",48,likely,
"['/cfb/players/gerron-borne-1.html', '/cfb/players/gerron-borner-1.html']",56,likely,
