751,Wash. & Jeff.,
752,Wash. & Lee,
2814,Washburn,
756,Washington,Washington
1029,Washington Adventist,
753,Washington Col.,
754,Washington St.,Washington State
755,Washington-St. Louis,
505610,Wayland Baptist,
757,Wayne St. (MI),
1433,Wayne St. (NE),
1434,Waynesburg,
505630,Webb Inst.,
758,Weber St.,Weber State
759,Webster,
760,Wellesley,
761,Wells,
762,Wentworth,
763,Wesley,
764,Wesleyan (CT),
14718,Wesleyan (GA),
358,West Ala.,
765,West Chester,
11740,West Florida,
766,West Ga.,
1438,West Liberty,
767,West Tex. A&M,
14901,West Va. Tech,
9630,West Va. Wesleyan,
768,West Virginia,West Virginia
1439,West Virginia St.,
769,Western Caro.,Western Carolina
770,Western Conn. St.,
771,Western Ill.,Western Illinois
772,Western Ky.,Western Kentucky
774,Western Mich.,Western Michigan
1445,Western N.M.,
775,Western New Eng.,
1446,Western Ore.,
2759,Western St.,
1448,Western Wash.,
777,Westfield St.,
505184,Westmar,
1450,Westminster (MO),
1451,Westminster (PA),
30209,Westminster (UT),
506139,Westminster (UT),
505775,Westmont,
778,Wheaton (IL),
779,Wheaton (MA),
12799,Wheeling Jesuit,
8896,Wheelock,
780,Whitman,
781,Whittier,
1454,Whitworth,
782,Wichita St.,
783,Widener,
505825,Wilberforce,
500077,Wiley,
784,Wilkes,
785,Willamette,
786,William & Mary,William & Mary
505850,William Carey,
506290,William Jessup,
30120,William Jewell,
17094,William Peace,
788,William Penn,
30073,William Smith,
789,Williams,
1460,Wilmington (DE),
1461,Wilmington (OH),
12973,Wilson,
1462,Wingate,
790,Winona St.,
791,Winston-Salem,
792,Winthrop,
8911,Wis. Lutheran,
793,Wis.-Eau Claire,
795,Wis.-La Crosse,
798,Wis.-Oshkosh,
799,Wis.-Parkside,
800,Wis.-Platteville,
801,Wis.-River Falls,
802,Wis.-Stevens Point,
803,Wis.-Stout,
804,Wis.-Superior,
805,Wis.-Whitewater,
796,Wisconsin,Wisconsin
806,Wittenberg,
787,Wm. Paterson,
2915,Wofford,Wofford
807,Wooster,
809,Worcester St.,
808,WPI,
810,Wright St.,
811,Wyoming,Wyoming
812,Xavier,
813,Yale,Yale
506249,Yankton,
814,Yeshiva,
2730,York (NY),
815,York (PA),
30154,Young Harris,
817,Youngstown St.,Youngstown State
