"","(Intercept)"
"2011_275",-9.15650141244552
"2011_2751",-0.891450766870686
"2011_2754",-2.70564896456874
"2011_2755",2.37730007525895
"2011_276",-2.13682043450503
"2011_277",-2.31103739812571
"2011_278",5.29241986578356
"2011_282",0.710452519359776
"2011_290",0.991955935647048
"2011_30",-7.19944031714341
"2011_302",8.93567600400126
"2011_304",14.3023411277806
"2011_309",2.48866792437377
"2011_311",1.03716587297184
"2011_324",7.70767465700785
"2011_326",7.71105234350494
"2011_328",0.641201181229965
"2011_331",-2.31106321556566
"2011_333",-17.4540208360868
"2011_344",-8.74480521279823
"2011_349",-0.365260037872814
"2011_356",-8.86312581911664
"2011_36",3.19780848023973
"2011_38",3.00909825504591
"2011_41",-3.89677167992323
"2011_47",5.8313301348162
"2011_48",2.01883790517714
"2011_5",6.83708745566129
"2011_50",12.9468212435865
"2011_52",-11.6363026069378
"2011_55",4.92418120690864
"2011_57",-7.50495246999768
"2011_58",-5.77961124088337
"2011_59",-2.42009179461443
"2011_6",3.57007289466783
"2011_61",-8.36150466011913
"2011_62",0.961866336173713
"2011_66",-4.5673794905255
"2011_68",-9.75769825452658
"2011_70",3.5368518865927
"2011_77",-0.709572574478111
"2011_79",6.14221814587234
"2011_8",-4.91196773896209
"2011_84",7.52441513502153
"2011_87",-9.51985285846126
"2011_9",-3.19003822148998
"2011_93",-2.82600730135882
"2011_96",-3.09178940439646
"2011_97",-8.40902547667628
"2011_98",-2.16637412345737
"2011_99",-17.7673031975089
"2012_103",-0.905538363733429
"2012_113",12.6078787063369
"2012_119",1.53331651446001
"2012_12",1.22760458101111
"2012_120",-3.11491479395572
"2012_127",-12.389228892802
"2012_13",-2.9386118819984
"2012_130",-8.54758013632491
"2012_135",-3.90441817746616
"2012_142",-4.36469545331883
"2012_145",-0.974429785049708
"2012_150",4.03948317268474
"2012_151",3.18286475122407
"2012_152",-4.0252131222111
"2012_153",-1.54822110572015
"2012_154",2.10074714106871
"2012_155",4.46670791387388
"2012_158",-3.19298016857747
"2012_16",7.99006417247495
"2012_160",6.18191294396407
"2012_164",-12.4312664709984
"2012_166",8.9629898692091
"2012_167",1.01485967793779
"2012_183",-2.86037649303105
"2012_189",-8.83956251634603
"2012_193",6.07874014122178
"2012_194",-5.31634668407257
"2012_195",-2.23529795792405
"2012_197",-4.70202972418147
"2012_2",-4.0358080614982
"2012_2005",0.475722544793018
"2012_2006",6.16591728900487
"2012_201",-8.61292471740228
"2012_2010",9.18369210666058
"2012_2016",6.48415651179135
"2012_202",-4.26140227586465
"2012_2026",0.733770131591991
"2012_2032",-3.64840802711134
"2012_204",-10.751719468364
"2012_2046",7.53130028346377
"2012_2050",0.814056342779438
"2012_2065",0.27149314004008
"2012_2084",0.36358910315679
"2012_21",-3.93711581096127
"2012_2110",4.20438605264398
"2012_2116",-5.79535529521166
"2012_2117",5.46184747619557
"2012_2127",8.05883271986976
"2012_213",-8.87053885479009
"2012_2132",-8.78046631835205
"2012_2169",-4.25615679424889
"2012_218",3.42838715913348
"2012_2197",7.69670337605125
"2012_2198",5.13913484031463
"2012_2199",7.26726768386179
"2012_221",-7.43099026427372
"2012_2210",7.81719531568311
"2012_222",3.65106999986497
"2012_2226",1.18830393860532
"2012_2229",1.46094692399274
"2012_2230",5.04394562140351
"2012_2241",7.58553252097041
"2012_2247",5.48590704917121
"2012_227",8.35564218417033
"2012_228",-2.97884827539432
"2012_2287",-4.40274446127712
"2012_2294",-6.40778760958544
"2012_2296",7.852515874369
"2012_23",-6.74635769521134
"2012_2305",-0.578204446796565
"2012_2306",-11.285031366917
"2012_2309",-1.86150429516987
"2012_231",-1.41128857586704
"2012_2320",10.1704045500742
"2012_233",0.509214845211537
"2012_2348",9.22104560675848
"2012_235",0.796629736321445
"2012_236",2.51044856302922
"2012_2377",-2.65068908346009
"2012_238",-9.21809815988822
"2012_239",3.04753120957891
"2012_2390",-0.392113064705221
"2012_2393",-0.626224652371459
"2012_24",-14.0802259542366
"2012_2415",17.9786039955372
"2012_242",1.28993740990486
"2012_2426",-5.41960793730265
"2012_2428",6.83780788699446
"2012_2433",0.452650443805977
"2012_2439",3.17750976751546
"2012_2440",4.33342041375144
"2012_2447",11.7771717320106
"2012_245",-8.06774718972741
"2012_2450",5.03756824773431
"2012_2458",3.1258310388529
"2012_2459",-6.28450288962414
"2012_2460",-2.47650502591611
"2012_2464",3.36385522022882
"2012_2466",2.33997107925581
"2012_248",5.30302211315226
"2012_2483",-8.39936205492551
"2012_249",-2.42249852431467
"2012_25",-0.949533644843521
"2012_2502",8.01139788651542
"2012_2506",12.0738298936919
"2012_2509",0.160621241991194
"2012_251",-4.76589958571601
"2012_252",-12.4194609445443
"2012_253",7.19965758903645
"2012_2534",-0.3057624916351
"2012_2535",3.0352120213322
"2012_254",-5.32276143115499
"2012_2542",13.6497661507185
"2012_2545",13.7155995981763
"2012_2546",2.74558034672856
"2012_256",0.191438357966328
"2012_2567",-0.957958516235345
"2012_2569",9.64948049822612
"2012_257",5.89329654834216
"2012_2571",1.99016316114442
"2012_2572",7.80078688174543
"2012_2579",-12.3781251679399
"2012_258",-2.13470076081537
"2012_259",-6.40622058893557
"2012_26",-5.02834588779868
"2012_2617",4.05343005071678
"2012_2619",-9.01436991017419
"2012_2623",2.05238473424674
"2012_2628",-10.160592276432
"2012_2630",-3.20738780317469
"2012_2633",5.01930068836944
"2012_2635",3.72605442766801
"2012_2636",1.64625245599729
"2012_2638",-1.13241301992149
"2012_264",-7.79168049715127
"2012_2640",2.93779082159691
"2012_2641",-1.77198375392579
"2012_2643",7.30616046053276
"2012_2649",-1.54331407147046
"2012_265",2.13999610097424
"2012_2653",1.58784906381613
"2012_2655",7.27978341150056
"2012_2678",4.80142501029195
"2012_2681",-7.24491818360549
"2012_2692",1.90404267373486
"2012_2710",2.2478878468046
"2012_2711",3.02753859354428
"2012_2717",4.95009679097608
"2012_2729",-6.64724083167569
"2012_2747",-4.42778635952748
"2012_275",-9.63764345569011
"2012_2751",3.57702987220996
"2012_2754",-6.13565754222021
"2012_2755",8.0045422271363
"2012_276",12.0617060690137
"2012_277",3.71281854747736
"2012_278",-6.5893239570858
"2012_282",-4.25024261376025
"2012_2823",8.90038230581502
"2012_2837",-1.56011352300111
"2012_290",1.02342926932044
"2012_30",-6.75416522832788
"2012_302",2.70579523981196
"2012_304",13.7980353821347
"2012_309",0.495928176740255
"2012_311",2.84903306143051
"2012_324",1.28338670473944
"2012_326",2.39513299324302
"2012_328",-11.0648777902696
"2012_331",-6.34959518523089
"2012_333",-18.408626151776
"2012_344",-7.15097195436723
"2012_349",6.85268107594894
"2012_356",-0.0825649075497504
"2012_36",1.89101456442139
"2012_38",11.3009945569637
"2012_41",-6.32285468464114
"2012_47",-0.278942924588328
"2012_5",7.01954652604558
"2012_50",8.89138631839844
"2012_52",-11.6098337384347
"2012_55",1.70594880682205
"2012_57",-17.1801529837292
"2012_58",-3.10859299441977
"2012_59",-0.649849207068848
"2012_6",0.780785534064472
"2012_61",-9.90223586818932
"2012_62",6.31525953221186
"2012_66",-10.1743299113492
"2012_68",-11.1629265509467
"2012_70",9.90049752651292
"2012_77",-4.45463589668749
"2012_79",0.890930746811621
"2012_8",-0.692360366533771
"2012_84",6.70478877626892
"2012_87",-17.2489102038784
"2012_9",-6.40762356477876
"2012_93",10.0105663176166
"2012_96",-0.407252336579202
"2012_97",-2.67891518567246
"2012_98",-2.59879216769726
"2012_99",-11.3961675726243
"2013_103",-2.43759203121995
"2013_113",4.21542014961581
"2013_119",-3.16116741557735
"2013_12",-7.82479205024668
"2013_120",-4.3879210192409
"2013_127",-15.2843987773452
"2013_13",-1.07166637445491
"2013_130",-3.18791233662353
"2013_135",-7.20168841689693
"2013_142",-9.71666972435016
"2013_145",-8.1729746966256
"2013_147",-0.260264293207808
"2013_150",-5.53691970810611
"2013_151",-2.26874793452604
"2013_152",-0.928991997194188
"2013_153",-6.79608119945417
"2013_154",-7.40989077621486
"2013_158",-2.66043107724684
"2013_16",-1.25813631693815
"2013_160",-0.301166253295895
"2013_164",1.57884090186813
"2013_166",14.0734114988491
"2013_167",11.7605124934362
"2013_183",-4.79699236542058
"2013_189",-10.6816207514989
"2013_193",5.75572625971698
"2013_194",-7.44591058478909
"2013_195",1.74406121361279
"2013_197",-9.78855028038637
"2013_2",-7.79954321937392
"2013_2000",3.64878822453502
"2013_2005",9.42762111674214
"2013_2006",-1.29901399612542
"2013_201",-9.27171779102783
"2013_2010",9.09271715203618
"2013_2011",6.94504878904406
"2013_2016",6.47061863355771
"2013_202",3.22334954696554
"2013_2026",0.00497721627220308
"2013_2029",11.0944896168483
"2013_2032",-1.56369190684846
"2013_204",-1.90247887529914
"2013_2046",5.16306917272978
"2013_2050",-0.490434504242612
"2013_2065",-0.753161821793499
"2013_2084",-5.26644438170857
"2013_2097",0.248581291704478
"2013_21",-0.390114308159049
"2013_2110",2.39276922915595
"2013_2116",-6.30028858526945
"2013_2117",0.630516354697094
"2013_2127",4.23880481736042
"2013_213",-4.07622653705825
"2013_2132",-5.49344095948357
"2013_2142",3.8209009450326
"2013_218",0.735508506235025
"2013_2197",-2.28540314914023
"2013_2198",2.49944157827514
"2013_2199",13.7152582559303
"2013_221",-6.13946582699388
"2013_2210",10.5543646189688
"2013_222",-4.08483682955045
"2013_2226",-6.08824532894592
"2013_2229",7.00429309976297
"2013_2230",-0.21551686901588
"2013_2241",4.45614430522949
"2013_2247",6.55592288534954
"2013_227",8.86665605699018
"2013_228",-10.0617753544657
"2013_2287",4.10099507387873
"2013_2294",-10.5601361137635
"2013_2296",1.82784790206219
"2013_23",4.45631290368455
"2013_2305",-0.537185463956182
"2013_2306",-6.53844630152701
"2013_2309",-1.83991943799287
"2013_231",2.20308498997966
"2013_2320",5.50409147725274
"2013_233",3.14639602363596
"2013_2335",-7.90168106310466
"2013_2348",2.11817095656845
"2013_235",-3.80557516835276
"2013_236",-0.837489001284579
"2013_2377",-0.4014915496591
"2013_238",-4.12382176205715
"2013_239",-7.61741323103414
"2013_2390",-2.59403053022578
"2013_2393",-0.937020600474597
"2013_24",-15.1356818046563
"2013_2415",7.09148056323284
"2013_242",-4.26602791545128
"2013_2426",-4.16856350319241
"2013_2428",2.74828579576471
"2013_2433",0.160884198373404
"2013_2439",2.29108414786443
"2013_2440",0.805899241321014
"2013_2447",11.1311157410344
"2013_2449",-5.88539203160818
"2013_245",-0.994750117130627
"2013_2450",-0.561650515632037
"2013_2458",1.27283250740322
"2013_2459",-0.69727882170788
"2013_2460",-4.32646863530766
"2013_2464",-0.919224554845027
"2013_2466",14.4956937213959
"2013_248",-7.38388625349607
"2013_2483",-8.76128521847674
"2013_249",-7.98420955215649
"2013_25",9.35634640641563
"2013_2502",2.16390705157387
"2013_2504",1.4169067623241
"2013_2506",1.98771970437099
"2013_2509",4.05122397685601
"2013_251",-6.35503390915526
"2013_252",-9.16622714700621
"2013_253",0.269103379547148
"2013_2534",6.45620118776894
"2013_2535",0.130685349793189
"2013_254",-5.79945583806011
"2013_2542",17.3767883830046
"2013_2545",2.60404479798727
"2013_2546",-1.70790856141617
"2013_256",3.76076082826947
"2013_2567",2.72117034110746
"2013_2569",2.77396497593915
"2013_257",-2.40241960469094
"2013_2571",8.59270779120962
"2013_2572",11.6203158035482
"2013_2579",-10.4118528578997
"2013_258",-0.37423277005002
"2013_2582",8.67245385592058
"2013_259",-14.178885291194
"2013_26",-8.56081847444717
"2013_2617",7.78649811843502
"2013_2619",-2.50295266929014
"2013_2623",-1.69436467392845
"2013_2628",-7.43704213809043
"2013_2630",5.28508217991009
"2013_2633",-3.76236523835167
"2013_2635",3.34870751749907
"2013_2636",-3.29822669187094
"2013_2638",10.0447520016238
"2013_264",-9.76362264533742
"2013_2641",-0.11229569567777
"2013_2643",6.62695109872834
"2013_2649",-0.953635912346001
"2013_265",-3.26310514679543
"2013_2653",6.99963304151463
"2013_2655",-4.90241357448498
"2013_2678",7.75048202916224
"2013_2681",8.59594939832747
