gameid,season,season_type,week,date,time,neutral,homeid,home_score,awayid,away_score
303172226,2010.0,2.0,11.0,2010-11-14,00:00,False,2226,309,24,23
303172439,2010.0,2.0,11.0,2010-11-14,03:00,False,2439,2751,42,16
303200218,2010.0,2.0,12.0,2010-11-17,01:00,False,218,195,23,31
303212006,2010.0,2.0,12.0,2010-11-17,23:00,False,2006,193,14,19
303212649,2010.0,2.0,12.0,2010-11-18,01:00,False,2649,189,33,14
303220264,2010.0,2.0,12.0,2010-11-19,01:00,False,264,26,24,7
303220333,2010.0,2.0,12.0,2010-11-19,00:30,False,333,2247,63,7
303222439,2010.0,2.0,12.0,2010-11-19,03:00,False,2439,2005,20,35
303230068,2010.0,2.0,12.0,2010-11-20,02:30,False,68,278,51,0
303240005,2010.0,2.0,12.0,2010-11-20,21:00,False,5,235,31,15
303240025,2010.0,2.0,12.0,2010-11-20,20:30,False,25,24,14,48
303240038,2010.0,2.0,12.0,2010-11-20,19:10,False,38,2306,44,36
303240057,2010.0,2.0,12.0,2010-11-20,17:30,False,57,2026,48,10
303240058,2010.0,2.0,12.0,2010-11-20,17:00,False,58,221,10,17
303240059,2010.0,2.0,12.0,2010-11-20,18:30,False,59,150,30,20
303240077,2010.0,2.0,12.0,2010-11-20,20:30,False,77,356,27,48
303240084,2010.0,2.0,12.0,2010-11-20,17:00,True,84,213,24,41
303240097,2010.0,2.0,12.0,2010-11-20,17:00,False,97,277,10,17
303240098,2010.0,2.0,12.0,2010-11-20,21:15,False,98,2393,26,27
303240099,2010.0,2.0,12.0,2010-11-20,20:30,False,99,145,43,36
303240103,2010.0,2.0,12.0,2010-11-20,17:00,False,103,258,17,13
303240127,2010.0,2.0,12.0,2010-11-20,17:00,False,127,2509,35,31
303240130,2010.0,2.0,12.0,2010-11-20,17:00,False,130,275,28,48
303240153,2010.0,2.0,12.0,2010-11-20,17:00,False,153,152,25,29
303240154,2010.0,2.0,12.0,2010-11-20,19:00,False,154,228,10,30
303240202,2010.0,2.0,12.0,2010-11-20,19:00,False,202,2638,31,28
303240242,2010.0,2.0,12.0,2010-11-20,18:00,False,242,151,62,38
303240251,2010.0,2.0,12.0,2010-11-20,20:30,False,251,2226,51,17
303240252,2010.0,2.0,12.0,2010-11-20,23:00,False,252,167,40,7
303240328,2010.0,2.0,12.0,2010-11-20,20:00,False,328,70,6,28
303242050,2010.0,2.0,12.0,2010-11-20,17:00,False,2050,2459,21,59
303242084,2010.0,2.0,12.0,2010-11-20,19:00,False,2084,2199,17,21
303242294,2010.0,2.0,12.0,2010-11-20,20:30,False,2294,194,17,20
303242305,2010.0,2.0,12.0,2010-11-20,17:00,False,2305,197,14,48
303242390,2010.0,2.0,12.0,2010-11-20,20:30,False,2390,259,17,31
303242426,2010.0,2.0,12.0,2010-11-20,20:30,False,2426,2032,35,19
303242433,2010.0,2.0,12.0,2010-11-20,20:30,False,2433,249,49,37
303242440,2010.0,2.0,12.0,2010-11-20,21:05,False,2440,166,52,6
303242567,2010.0,2.0,12.0,2010-11-20,20:00,False,2567,276,31,17
303242579,2010.0,2.0,12.0,2010-11-20,17:21,False,2579,2653,69,24
303242641,2010.0,2.0,12.0,2010-11-20,20:00,False,2641,2692,64,21
303242655,2010.0,2.0,12.0,2010-11-20,20:30,False,2655,2116,14,61
303242711,2010.0,2.0,12.0,2010-11-20,19:00,False,2711,2309,38,3
303242751,2010.0,2.0,12.0,2010-11-20,19:00,False,2751,36,44,0
303240021,2010.0,2.0,12.0,2010-11-21,03:00,False,21,254,34,38
303240062,2010.0,2.0,12.0,2010-11-21,03:30,False,62,23,41,7
303240066,2010.0,2.0,12.0,2010-11-21,00:00,False,66,142,0,14
303240087,2010.0,2.0,12.0,2010-11-21,00:00,True,87,349,27,3
303240120,2010.0,2.0,12.0,2010-11-21,01:00,False,120,52,16,30
303240183,2010.0,2.0,12.0,2010-11-21,00:00,False,183,41,6,23
303240204,2010.0,2.0,12.0,2010-11-21,01:00,False,204,30,36,7
303240238,2010.0,2.0,12.0,2010-11-21,00:30,False,238,2633,10,24
303240239,2010.0,2.0,12.0,2010-11-21,01:00,False,239,201,24,53
303240245,2010.0,2.0,12.0,2010-11-21,01:00,False,245,158,9,6
303240309,2010.0,2.0,12.0,2010-11-21,00:00,False,309,2229,17,38
303240344,2010.0,2.0,12.0,2010-11-21,00:00,False,344,8,31,38
303242132,2010.0,2.0,12.0,2010-11-21,00:30,False,2132,164,69,38
303242572,2010.0,2.0,12.0,2010-11-21,01:00,False,2572,248,59,41
303270193,2010.0,2.0,13.0,2010-11-24,00:00,False,193,218,23,3
303290251,2010.0,2.0,13.0,2010-11-26,01:00,False,251,245,17,24
303300009,2010.0,2.0,13.0,2010-11-26,20:30,False,9,26,55,34
303300151,2010.0,2.0,13.0,2010-11-26,19:00,False,151,2567,38,45
303300158,2010.0,2.0,13.0,2010-11-26,20:30,False,158,38,45,17
303300164,2010.0,2.0,13.0,2010-11-26,16:00,False,164,97,13,40
303300189,2010.0,2.0,13.0,2010-11-26,19:00,False,189,2711,7,41
303300202,2010.0,2.0,13.0,2010-11-26,23:30,False,202,2572,56,50
303300221,2010.0,2.0,13.0,2010-11-26,17:00,False,221,277,10,35
303300333,2010.0,2.0,13.0,2010-11-26,19:30,False,333,2,27,28
303302006,2010.0,2.0,13.0,2010-11-26,19:00,False,2006,2084,22,14
303302199,2010.0,2.0,13.0,2010-11-26,17:00,False,2199,2459,3,71
303302309,2010.0,2.0,13.0,2010-11-26,16:00,False,2309,195,28,6
303302649,2010.0,2.0,13.0,2010-11-26,19:00,False,2649,2117,42,31
303302440,2010.0,2.0,13.0,2010-11-27,03:15,False,2440,68,34,31
303302483,2010.0,2.0,13.0,2010-11-27,00:00,False,2483,12,48,29
303310008,2010.0,2.0,13.0,2010-11-27,20:30,False,8,99,31,23
303310025,2010.0,2.0,13.0,2010-11-27,20:30,False,25,264,13,16
303310041,2010.0,2.0,13.0,2010-11-27,17:00,False,41,2132,38,17
303310052,2010.0,2.0,13.0,2010-11-27,20:30,False,52,57,31,7
303310120,2010.0,2.0,13.0,2010-11-27,20:30,False,120,152,38,31
303310135,2010.0,2.0,13.0,2010-11-27,20:30,False,135,2294,27,24
303310142,2010.0,2.0,13.0,2010-11-27,17:30,True,142,2305,35,7
303310150,2010.0,2.0,13.0,2010-11-27,20:30,False,150,153,19,24
303310166,2010.0,2.0,13.0,2010-11-27,20:00,False,166,62,24,59
303310167,2010.0,2.0,13.0,2010-11-27,21:00,False,167,2628,17,66
303310183,2010.0,2.0,13.0,2010-11-27,17:00,False,183,103,7,16
303310194,2010.0,2.0,13.0,2010-11-27,17:00,False,194,130,37,7
303310213,2010.0,2.0,13.0,2010-11-27,17:00,False,213,127,22,28
303310235,2010.0,2.0,13.0,2010-11-27,17:00,False,235,2116,17,37
303310242,2010.0,2.0,13.0,2010-11-27,20:30,False,242,5,28,23
303310249,2010.0,2.0,13.0,2010-11-27,21:00,False,249,2306,41,49
303310254,2010.0,2.0,13.0,2010-11-27,20:30,False,254,252,17,16
303310259,2010.0,2.0,13.0,2010-11-27,17:00,False,259,258,37,7
303310275,2010.0,2.0,13.0,2010-11-27,20:30,False,275,77,70,23
303310276,2010.0,2.0,13.0,2010-11-27,17:00,False,276,2655,38,23
303312390,2010.0,2.0,13.0,2010-11-27,17:00,False,2390,58,20,23
303312393,2010.0,2.0,13.0,2010-11-27,20:30,False,2393,2226,38,14
303312433,2010.0,2.0,13.0,2010-11-27,20:30,False,2433,309,22,23
303312509,2010.0,2.0,13.0,2010-11-27,17:00,False,2509,84,31,34
303312633,2010.0,2.0,13.0,2010-11-27,17:21,False,2633,96,24,14
303310021,2010.0,2.0,13.0,2010-11-28,01:00,False,21,2439,48,14
303310023,2010.0,2.0,13.0,2010-11-28,01:00,False,23,2348,38,45
303310024,2010.0,2.0,13.0,2010-11-28,00:30,False,24,204,38,0
303310030,2010.0,2.0,13.0,2010-11-28,01:00,False,30,87,16,20
303310061,2010.0,2.0,13.0,2010-11-28,00:45,False,61,59,42,34
303310145,2010.0,2.0,13.0,2010-11-28,00:00,False,145,344,23,31
303310197,2010.0,2.0,13.0,2010-11-28,01:00,False,197,201,41,47
303310228,2010.0,2.0,13.0,2010-11-28,00:00,False,228,2579,7,29
303310238,2010.0,2.0,13.0,2010-11-28,00:30,False,238,154,13,34
303312641,2010.0,2.0,13.0,2010-11-28,01:00,False,2641,248,35,20
303360012,2010.0,2.0,14.0,2010-12-03,01:00,False,12,9,29,30
303370193,2010.0,2.0,14.0,2010-12-04,00:00,True,193,2459,26,21
303370278,2010.0,2.0,14.0,2010-12-04,03:15,False,278,356,25,23
303380068,2010.0,2.0,14.0,2010-12-04,20:00,False,68,328,50,14
303380070,2010.0,2.0,14.0,2010-12-04,22:00,False,70,23,26,23
303380204,2010.0,2.0,14.0,2010-12-04,20:30,False,204,2483,20,37
303380277,2010.0,2.0,14.0,2010-12-04,17:00,False,277,164,35,14
303382116,2010.0,2.0,14.0,2010-12-04,17:00,False,2116,2567,17,7
303382132,2010.0,2.0,14.0,2010-12-04,17:00,False,2132,221,10,28
303382226,2010.0,2.0,14.0,2010-12-04,19:00,False,2226,2653,7,44
303382229,2010.0,2.0,14.0,2010-12-04,23:00,False,2229,2393,27,28
303382348,2010.0,2.0,14.0,2010-12-04,20:00,False,2348,2440,17,35
303382579,2010.0,2.0,14.0,2010-12-04,21:00,True,2579,2,17,56
303380026,2010.0,2.0,14.0,2010-12-05,03:30,False,26,30,14,28
303380058,2010.0,2.0,14.0,2010-12-05,01:00,False,58,41,16,19
303380062,2010.0,2.0,14.0,2010-12-05,03:30,False,62,2439,59,21
303380158,2010.0,2.0,14.0,2010-12-05,01:00,True,158,201,20,23
303380259,2010.0,2.0,14.0,2010-12-05,00:45,True,259,52,44,33
303380265,2010.0,2.0,14.0,2010-12-05,00:00,False,265,264,28,35
303450349,2010.0,2.0,15.0,2010-12-11,19:30,True,349,2426,17,31
303520278,2010.0,3.0,1.0,2010-12-18,22:30,True,278,2459,17,40
303522638,2010.0,3.0,1.0,2010-12-18,19:00,True,2638,252,24,52
303522653,2010.0,3.0,1.0,2010-12-19,02:00,True,2653,195,48,21
303550097,2010.0,3.0,1.0,2010-12-22,01:00,True,97,2572,31,28
303560068,2010.0,3.0,1.0,2010-12-23,01:00,True,68,254,26,3
303570021,2010.0,3.0,1.0,2010-12-24,01:00,False,21,2426,35,14
303580202,2010.0,3.0,1.0,2010-12-25,01:00,True,202,62,62,35
303602649,2010.0,3.0,1.0,2010-12-27,01:30,True,2649,2229,32,34
303610059,2010.0,3.0,1.0,2010-12-27,22:00,True,59,2005,7,14
303620152,2010.0,3.0,1.0,2010-12-28,23:30,True,152,277,23,7
303622294,2010.0,3.0,1.0,2010-12-29,03:00,True,2294,142,27,24
303630120,2010.0,3.0,1.0,2010-12-29,19:30,True,120,151,51,20
303630239,2010.0,3.0,1.0,2010-12-29,23:00,True,239,356,14,38
303630012,2010.0,3.0,1.0,2010-12-30,02:15,True,12,197,10,36
303640183,2010.0,3.0,1.0,2010-12-30,20:20,True,183,2306,36,34
303642567,2010.0,3.0,1.0,2010-12-30,17:00,False,2567,349,14,16
303642633,2010.0,3.0,1.0,2010-12-30,23:40,True,2633,153,27,30
303640264,2010.0,3.0,1.0,2010-12-31,03:00,True,264,158,19,7
303650228,2010.0,3.0,1.0,2010-12-31,17:00,True,228,58,26,31
303652116,2010.0,3.0,1.0,2010-12-31,20:30,True,2116,61,10,6
303652390,2010.0,3.0,1.0,2010-12-31,19:00,True,2390,87,17,33
303650052,2010.0,3.0,1.0,2011-01-01,00:30,True,52,2579,26,17
310010127,2010.0,3.0,1.0,2011-01-01,18:00,True,127,333,7,49
310010130,2010.0,3.0,1.0,2011-01-01,18:30,True,130,344,14,52
310010213,2010.0,3.0,1.0,2011-01-01,18:00,True,213,57,24,37
310012628,2010.0,3.0,1.0,2011-01-01,22:10,True,2628,275,21,19
310012641,2010.0,3.0,1.0,2011-01-01,17:00,True,2641,77,45,38
310010201,2010.0,3.0,1.0,2011-01-02,01:30,True,201,41,48,20
310030259,2010.0,3.0,1.0,2011-01-04,01:30,True,259,24,12,40
310040008,2010.0,3.0,1.0,2011-01-05,01:30,True,8,194,26,31
310060193,2010.0,3.0,1.0,2011-01-07,01:00,True,193,2393,35,21
310070245,2010.0,3.0,1.0,2011-01-08,01:30,True,245,99,24,41
310080096,2010.0,3.0,1.0,2011-01-08,17:00,True,96,221,10,27
310090103,2010.0,3.0,1.0,2011-01-10,02:00,True,103,2440,13,20
310102483,2010.0,3.0,1.0,2011-01-11,01:38,True,2483,2,19,22
312440059,2011.0,2.0,1.0,2011-09-01,23:30,False,59,2717,63,21
312440097,2011.0,2.0,1.0,2011-09-01,22:00,False,97,93,21,9
312440164,2011.0,2.0,1.0,2011-09-01,23:30,False,164,2428,48,0
312440218,2011.0,2.0,1.0,2011-09-01,23:00,False,218,222,42,7
312442117,2011.0,2.0,1.0,2011-09-01,23:00,False,2117,2569,21,6
312442229,2011.0,2.0,1.0,2011-09-01,23:00,False,2229,249,41,16
312442649,2011.0,2.0,1.0,2011-09-01,23:00,False,2649,160,58,22
312440009,2011.0,2.0,1.0,2011-09-02,02:00,False,9,302,48,14
312440070,2011.0,2.0,1.0,2011-09-02,01:00,False,70,189,15,32
312440098,2011.0,2.0,1.0,2011-09-02,01:15,True,98,96,3,14
312440183,2011.0,2.0,1.0,2011-09-02,00:00,False,183,154,36,29
312440235,2011.0,2.0,1.0,2011-09-02,00:00,False,235,344,14,59
312440254,2011.0,2.0,1.0,2011-09-02,00:00,False,254,147,27,10
312440275,2011.0,2.0,1.0,2011-09-02,00:00,False,275,2439,51,17
312450127,2011.0,2.0,1.0,2011-09-02,23:30,False,127,2754,28,6
312450239,2011.0,2.0,1.0,2011-09-03,00:00,False,239,2628,50,48
312460002,2011.0,2.0,1.0,2011-09-03,16:00,False,2,328,42,38
312460008,2011.0,2.0,1.0,2011-09-03,23:00,False,8,2623,51,7
312460024,2011.0,2.0,1.0,2011-09-03,21:00,False,24,23,57,3
312460025,2011.0,2.0,1.0,2011-09-03,23:00,False,25,278,36,21
312460030,2011.0,2.0,1.0,2011-09-03,19:30,False,30,135,19,17
312460041,2011.0,2.0,1.0,2011-09-03,16:00,False,41,2230,35,3
312460052,2011.0,2.0,1.0,2011-09-03,19:30,False,52,2433,34,0
312460057,2011.0,2.0,1.0,2011-09-03,23:00,False,57,2226,41,3
312460066,2011.0,2.0,1.0,2011-09-03,23:00,False,66,2460,20,19
312460087,2011.0,2.0,1.0,2011-09-03,19:30,False,87,58,20,23
312460103,2011.0,2.0,1.0,2011-09-03,16:00,False,103,77,17,24
312460130,2011.0,2.0,1.0,2011-09-03,19:30,False,130,2711,34,10
312460142,2011.0,2.0,1.0,2011-09-03,16:00,False,142,193,17,6
312460145,2011.0,2.0,1.0,2011-09-03,20:45,False,145,252,13,14
312460150,2011.0,2.0,1.0,2011-09-03,23:00,False,150,257,21,23
312460152,2011.0,2.0,1.0,2011-09-03,22:00,False,152,2335,43,21
312460153,2011.0,2.0,1.0,2011-09-03,19:30,False,153,256,42,10
312460158,2011.0,2.0,1.0,2011-09-03,19:30,False,158,236,40,7
312460167,2011.0,2.0,1.0,2011-09-03,22:00,False,167,36,10,14
312460194,2011.0,2.0,1.0,2011-09-03,16:00,False,194,2006,42,0
312460197,2011.0,2.0,1.0,2011-09-03,23:00,False,197,309,61,34
312460204,2011.0,2.0,1.0,2011-09-03,20:00,False,204,16,28,29
312460213,2011.0,2.0,1.0,2011-09-03,16:00,False,213,282,41,7
312460221,2011.0,2.0,1.0,2011-09-03,22:00,False,221,2084,35,16
312460228,2011.0,2.0,1.0,2011-09-03,19:30,False,228,2653,43,19
312460238,2011.0,2.0,1.0,2011-09-03,23:30,False,238,2210,45,14
312460248,2011.0,2.0,1.0,2011-09-03,19:30,False,248,26,38,34
312460258,2011.0,2.0,1.0,2011-09-03,22:00,False,258,2729,40,3
312460259,2011.0,2.0,1.0,2011-09-03,16:30,False,259,2026,66,13
312460264,2011.0,2.0,1.0,2011-09-03,23:00,False,264,331,30,27
312460265,2011.0,2.0,1.0,2011-09-03,21:00,False,265,304,64,21
312460333,2011.0,2.0,1.0,2011-09-03,16:20,False,333,2309,48,7
312460356,2011.0,2.0,1.0,2011-09-03,19:30,False,356,2032,33,15
312462005,2011.0,2.0,1.0,2011-09-03,18:00,False,2005,233,37,20
312462050,2011.0,2.0,1.0,2011-09-03,23:00,True,2050,84,27,20
312462116,2011.0,2.0,1.0,2011-09-03,23:00,False,2116,2127,62,0
312462132,2011.0,2.0,1.0,2011-09-03,23:00,False,2132,2046,72,10
312462294,2011.0,2.0,1.0,2011-09-03,16:00,False,2294,2635,34,7
312462305,2011.0,2.0,1.0,2011-09-03,23:00,False,2305,2377,42,24
312462306,2011.0,2.0,1.0,2011-09-03,23:00,False,2306,2198,10,7
312462426,2011.0,2.0,1.0,2011-09-03,19:30,False,2426,48,40,17
312462459,2011.0,2.0,1.0,2011-09-03,23:00,False,2459,349,49,26
312462509,2011.0,2.0,1.0,2011-09-03,16:00,False,2509,2393,27,24
312462579,2011.0,2.0,1.0,2011-09-03,23:00,True,2579,151,56,37
312462641,2011.0,2.0,1.0,2011-09-03,23:00,False,2641,326,50,10
312462655,2011.0,2.0,1.0,2011-09-03,17:30,False,2655,2545,47,33
312460012,2011.0,2.0,1.0,2011-09-04,02:00,False,12,2464,41,10
312460021,2011.0,2.0,1.0,2011-09-04,02:00,False,21,13,49,21
312460061,2011.0,2.0,1.0,2011-09-04,00:00,False,61,68,21,35
312460062,2011.0,2.0,1.0,2011-09-04,02:15,False,62,38,34,17
312460099,2011.0,2.0,1.0,2011-09-04,00:00,True,99,2483,40,27
312460166,2011.0,2.0,1.0,2011-09-04,00:00,False,166,195,24,44
312460201,2011.0,2.0,1.0,2011-09-04,00:00,False,201,202,47,14
312460251,2011.0,2.0,1.0,2011-09-04,00:00,False,251,242,34,9
312462572,2011.0,2.0,1.0,2011-09-04,02:00,False,2572,2348,19,17
312462638,2011.0,2.0,1.0,2011-09-04,01:00,False,2638,2619,31,24
312462751,2011.0,2.0,1.0,2011-09-04,01:00,False,2751,2692,35,32
312470245,2011.0,2.0,1.0,2011-09-04,23:30,False,245,2567,46,14
312470277,2011.0,2.0,1.0,2011-09-04,19:30,False,277,276,34,13
312472199,2011.0,2.0,1.0,2011-09-04,16:00,False,2199,47,41,9
312480120,2011.0,2.0,1.0,2011-09-06,00:00,False,120,2390,32,24
312510197,2011.0,2.0,2.0,2011-09-09,00:00,False,197,12,37,14
312520097,2011.0,2.0,2.0,2011-09-09,23:00,False,97,2229,17,24
312520009,2011.0,2.0,2.0,2011-09-10,02:30,False,9,142,37,30
312530002,2011.0,2.0,2.0,2011-09-10,16:21,False,2,344,41,34
312530008,2011.0,2.0,2.0,2011-09-10,23:00,False,8,167,52,3
312530030,2011.0,2.0,2.0,2011-09-10,23:30,False,30,254,23,14
312530036,2011.0,2.0,2.0,2011-09-10,18:00,False,36,2458,33,14
312530038,2011.0,2.0,2.0,2011-09-10,19:30,False,38,25,33,36
312530052,2011.0,2.0,2.0,2011-09-10,22:00,False,52,2127,62,10
312530057,2011.0,2.0,2.0,2011-09-10,23:00,False,57,5,39,0
312530058,2011.0,2.0,2.0,2011-09-10,23:00,False,58,2050,37,7
312530061,2011.0,2.0,2.0,2011-09-10,20:30,False,61,2579,42,45
312530066,2011.0,2.0,2.0,2011-09-10,16:00,False,66,2294,44,41
312530070,2011.0,2.0,2.0,2011-09-10,21:00,False,70,155,44,14
312530077,2011.0,2.0,2.0,2011-09-10,19:30,False,77,2197,42,21
312530084,2011.0,2.0,2.0,2011-09-10,23:00,False,84,258,31,34
312530096,2011.0,2.0,2.0,2011-09-10,16:00,False,96,2117,27,13
312530098,2011.0,2.0,2.0,2011-09-10,23:00,False,98,2426,14,40
312530127,2011.0,2.0,2.0,2011-09-10,16:00,False,127,2226,44,0
312530135,2011.0,2.0,2.0,2011-09-10,19:30,False,135,166,21,28
312530145,2011.0,2.0,2.0,2011-09-10,22:00,False,145,79,42,24
312530150,2011.0,2.0,2.0,2011-09-10,19:30,False,150,24,14,44
312530151,2011.0,2.0,2.0,2011-09-10,19:30,False,151,259,10,17
312530153,2011.0,2.0,2.0,2011-09-10,16:30,False,153,164,24,22
312530154,2011.0,2.0,2.0,2011-09-10,19:30,False,154,152,34,27
312530158,2011.0,2.0,2.0,2011-09-10,23:00,False,158,278,42,29
312530183,2011.0,2.0,2.0,2011-09-10,20:30,False,183,227,21,14
312530189,2011.0,2.0,2.0,2011-09-10,23:00,False,189,2415,58,13
312530194,2011.0,2.0,2.0,2011-09-10,16:00,False,194,2649,27,22
312530195,2011.0,2.0,2.0,2011-09-10,23:00,False,195,2241,30,3
312530213,2011.0,2.0,2.0,2011-09-10,19:30,False,213,333,11,27
312530221,2011.0,2.0,2.0,2011-09-10,17:00,False,221,311,35,29
312530228,2011.0,2.0,2.0,2011-09-10,19:30,False,228,2747,35,27
312530238,2011.0,2.0,2.0,2011-09-10,23:30,False,238,41,24,21
312530242,2011.0,2.0,2.0,2011-09-10,19:30,False,242,2509,24,22
312530249,2011.0,2.0,2.0,2011-09-10,23:00,False,249,248,23,48
312530251,2011.0,2.0,2.0,2011-09-10,23:00,False,251,252,17,16
312530264,2011.0,2.0,2.0,2011-09-10,19:30,False,264,62,40,32
312530265,2011.0,2.0,2.0,2011-09-10,21:00,False,265,2439,59,7
312530275,2011.0,2.0,2.0,2011-09-10,16:00,False,275,204,35,0
312530276,2011.0,2.0,2.0,2011-09-10,19:30,False,276,2572,26,20
312530277,2011.0,2.0,2.0,2011-09-10,17:00,False,277,2450,55,12
312530349,2011.0,2.0,2.0,2011-09-10,16:00,False,349,21,20,23
312530356,2011.0,2.0,2.0,2011-09-10,16:00,False,356,2571,56,3
312532005,2011.0,2.0,2.0,2011-09-10,19:30,False,2005,2628,19,35
312532032,2011.0,2.0,2.0,2011-09-10,23:00,False,2032,235,47,3
312532084,2011.0,2.0,2.0,2011-09-10,22:00,False,2084,2619,35,7
312532199,2011.0,2.0,2.0,2011-09-10,17:00,False,2199,2011,14,7
312532305,2011.0,2.0,2.0,2011-09-10,23:00,False,2305,2459,45,42
312532309,2011.0,2.0,2.0,2011-09-10,23:00,False,2309,309,12,20
312532348,2011.0,2.0,2.0,2011-09-10,23:00,False,2348,2110,48,42
312532393,2011.0,2.0,2.0,2011-09-10,23:00,False,2393,59,21,49
312532433,2011.0,2.0,2.0,2011-09-10,23:00,False,2433,2755,35,7
312532483,2011.0,2.0,2.0,2011-09-10,19:30,False,2483,2440,69,20
312532567,2011.0,2.0,2.0,2011-09-10,23:00,False,2567,2638,28,17
312532633,2011.0,2.0,2.0,2011-09-10,19:30,False,2633,2132,45,23
312532655,2011.0,2.0,2.0,2011-09-10,19:30,False,2655,202,3,31
312532711,2011.0,2.0,2.0,2011-09-10,23:00,False,2711,2447,38,7
312532751,2011.0,2.0,2.0,2011-09-10,22:00,False,2751,326,45,10
312530026,2011.0,2.0,2.0,2011-09-11,02:00,False,26,23,27,17
312530099,2011.0,2.0,2.0,2011-09-11,00:00,False,99,2466,49,3
312530130,2011.0,2.0,2.0,2011-09-11,00:00,False,130,87,35,31
312530328,2011.0,2.0,2.0,2011-09-11,00:00,False,328,2692,54,17
312532116,2011.0,2.0,2.0,2011-09-11,00:00,False,2116,103,30,3
312580344,2011.0,2.0,3.0,2011-09-16,00:00,False,344,99,6,19
312590041,2011.0,2.0,3.0,2011-09-17,00:00,False,41,66,20,24
312592649,2011.0,2.0,3.0,2011-09-17,00:00,False,2649,68,15,40
312600005,2011.0,2.0,3.0,2011-09-17,20:00,False,5,2655,10,49
312600008,2011.0,2.0,3.0,2011-09-17,23:30,False,8,2653,38,28
312600021,2011.0,2.0,3.0,2011-09-17,22:30,False,21,265,42,24
312600023,2011.0,2.0,3.0,2011-09-17,20:00,False,23,2440,14,17
312600025,2011.0,2.0,3.0,2011-09-17,21:30,False,25,2506,63,12
312600026,2011.0,2.0,3.0,2011-09-17,19:30,False,26,251,20,49
312600038,2011.0,2.0,3.0,2011-09-17,17:30,True,38,36,28,14
312600057,2011.0,2.0,3.0,2011-09-17,19:30,False,57,2633,33,23
312600058,2011.0,2.0,3.0,2011-09-17,23:00,False,58,50,70,17
312600059,2011.0,2.0,3.0,2011-09-17,16:30,False,59,2305,66,24
312600061,2011.0,2.0,3.0,2011-09-17,17:00,False,61,324,59,0
312600084,2011.0,2.0,3.0,2011-09-17,19:30,False,84,2569,38,21
312600087,2011.0,2.0,3.0,2011-09-17,19:30,False,87,127,31,13
312600096,2011.0,2.0,3.0,2011-09-17,23:00,False,96,97,17,24
312600098,2011.0,2.0,3.0,2011-09-17,23:00,False,98,282,16,44
312600103,2011.0,2.0,3.0,2011-09-17,16:30,False,103,150,19,20
312600120,2011.0,2.0,3.0,2011-09-17,16:00,False,120,277,31,37
312600130,2011.0,2.0,3.0,2011-09-17,16:00,False,130,2199,31,3
312600135,2011.0,2.0,3.0,2011-09-17,19:30,False,135,193,29,23
312600142,2011.0,2.0,3.0,2011-09-17,23:00,False,142,2710,69,0
312600152,2011.0,2.0,3.0,2011-09-17,22:00,False,152,6,35,13
312600153,2011.0,2.0,3.0,2011-09-17,19:30,False,153,258,28,17
312600154,2011.0,2.0,3.0,2011-09-17,22:30,False,154,2241,48,5
312600158,2011.0,2.0,3.0,2011-09-17,19:30,False,158,264,51,38
312600167,2011.0,2.0,3.0,2011-09-17,19:30,False,167,2641,13,59
312600189,2011.0,2.0,3.0,2011-09-17,16:00,False,189,2751,27,28
312600195,2011.0,2.0,3.0,2011-09-17,23:00,False,195,276,44,7
312600218,2011.0,2.0,3.0,2011-09-17,16:00,False,218,213,10,14
312600228,2011.0,2.0,3.0,2011-09-17,16:00,False,228,2,38,24
312600238,2011.0,2.0,3.0,2011-09-17,16:21,False,238,145,30,7
312600239,2011.0,2.0,3.0,2011-09-17,23:00,False,239,2617,48,0
312600245,2011.0,2.0,3.0,2011-09-17,23:00,False,245,70,37,7
312600259,2011.0,2.0,3.0,2011-09-17,20:00,False,259,2032,26,7
312600309,2011.0,2.0,3.0,2011-09-17,23:00,False,309,2447,38,21
312600333,2011.0,2.0,3.0,2011-09-17,23:30,False,333,249,41,0
312600349,2011.0,2.0,3.0,2011-09-17,19:30,False,349,77,21,14
312600356,2011.0,2.0,3.0,2011-09-17,23:00,False,356,9,17,14
312602050,2011.0,2.0,3.0,2011-09-17,23:00,False,2050,2084,28,25
312602132,2011.0,2.0,3.0,2011-09-17,19:30,False,2132,2006,59,14
312602229,2011.0,2.0,3.0,2011-09-17,22:00,False,2229,2116,17,10
312602294,2011.0,2.0,3.0,2011-09-17,16:00,False,2294,221,31,27
312602306,2011.0,2.0,3.0,2011-09-17,23:00,False,2306,2309,37,0
312602348,2011.0,2.0,3.0,2011-09-17,23:00,False,2348,248,34,35
312602390,2011.0,2.0,3.0,2011-09-17,23:30,False,2390,194,24,6
312602459,2011.0,2.0,3.0,2011-09-17,19:30,True,2459,275,7,49
312602483,2011.0,2.0,3.0,2011-09-17,19:30,False,2483,2623,56,7
312602509,2011.0,2.0,3.0,2011-09-17,16:00,False,2509,2546,59,0
312602572,2011.0,2.0,3.0,2011-09-17,23:00,False,2572,2545,52,6
312602579,2011.0,2.0,3.0,2011-09-17,22:00,False,2579,2426,24,21
312602628,2011.0,2.0,3.0,2011-09-17,18:00,False,2628,2433,38,17
312602711,2011.0,2.0,3.0,2011-09-17,16:00,False,2711,2117,44,14
312600012,2011.0,2.0,3.0,2011-09-18,02:45,False,12,24,10,37
312600030,2011.0,2.0,3.0,2011-09-18,00:00,False,30,183,38,17
